;# STN;YYYYMMDD;   HH;   DD;   FH;   FF;   FX;    T; T10N;   TD;   SQ;    Q;   DR;   RH;    P;   VV;    N;    U;   WW;   IX;    M;    R;    S;    O;    Y
0;260;20220102;1;200;50;50;80;113;     ;101;0;0;10;13;10165;65;8;91;   61;7;0;1;0;0;0
1;260;20220102;2;190;40;40;90;116;     ;103;0;0;4;1;10154;65;8;91;   61;7;0;1;0;0;0
2;260;20220102;3;210;50;60;110;127;     ;104;0;0;0;-1;10145;70;8;85;   51;7;0;1;0;0;0
3;260;20220102;4;200;60;60;100;127;     ;105;0;0;5;1;10138;68;8;86;   81;7;0;1;0;0;0
4;260;20220102;5;200;60;60;120;123;     ;108;0;0;10;9;10132;65;8;90;   61;7;0;1;0;0;0
5;260;20220102;6;180;60;60;110;119;  108;99;0;0;4;1;10118;70;8;87;   23;7;0;1;0;0;0
6;260;20220102;7;180;60;50;100;120;     ;96;0;0;0;-1;10106;70;8;84;   81;7;0;1;0;0;0
7;260;20220102;8;210;70;70;120;122;     ;99;0;1;6;11;10106;66;8;85;   81;7;0;1;0;0;0
8;260;20220102;9;210;70;70;120;120;     ;94;0;5;2;1;10104;70;8;84;   23;7;0;1;0;0;0
9;260;20220102;10;220;70;70;120;123;     ;90;5;34;0;0;10103;75;7;80;     ;5;0;0;0;0;0
10;260;20220102;11;240;80;70;150;121;     ;94;0;22;0;-1;10104;61;8;83;   57;7;0;1;0;0;0
11;260;20220102;12;240;60;60;130;126;  110;97;0;18;0;-1;10105;70;8;82;   23;7;0;1;0;0;0
12;260;20220102;13;250;70;60;140;127;     ;89;0;32;0;0;10104;73;8;77;     ;5;0;0;0;0;0
13;260;20220102;14;240;70;70;160;122;     ;84;5;46;0;0;10111;72;8;77;     ;5;0;0;0;0;0
14;260;20220102;15;230;50;50;110;114;     ;86;0;9;0;0;10110;70;8;83;     ;5;0;0;0;0;0
15;260;20220102;16;240;60;60;110;112;     ;85;0;3;0;0;10107;66;8;83;     ;5;0;0;0;0;0
16;260;20220102;17;240;50;50;90;113;     ;88;0;0;0;0;10104;66;8;84;     ;5;0;0;0;0;0
17;260;20220102;18;220;50;60;100;113;  106;86;0;0;0;-1;10095;59;8;83;   57;7;0;1;0;0;0
18;260;20220102;19;220;50;40;90;108;     ;90;0;0;4;6;10085;60;8;88;   81;7;0;1;0;0;0
19;260;20220102;20;240;50;60;120;107;     ;95;0;0;7;89;10075;65;8;92;   23;7;0;1;0;0;0
20;260;20220102;21;250;70;90;170;113;     ;80;0;0;0;0;10080;74;8;80;    2;7;0;0;0;0;0
21;260;20220102;22;250;80;70;170;106;     ;76;0;0;0;0;10092;70;7;81;     ;5;0;0;0;0;0
22;260;20220102;23;250;80;60;150;105;     ;75;0;0;0;0;10099;69;7;81;     ;5;0;0;0;0;0
23;260;20220102;24;240;70;70;140;105;   98;75;0;0;0;0;10103;66;8;82;    3;7;0;0;0;0;0
24;260;20220103;1;240;60;60;120;102;     ;72;0;0;0;0;10104;64;7;81;     ;5;0;0;0;0;0
25;260;20220103;2;240;60;60;120;97;     ;70;0;0;0;0;10105;62;4;83;     ;5;0;0;0;0;0
26;260;20220103;3;240;60;60;110;96;     ;72;0;0;0;0;10106;61;5;85;     ;5;0;0;0;0;0
27;260;20220103;4;230;60;60;120;98;     ;75;0;0;0;0;10105;60;7;85;     ;5;0;0;0;0;0
28;260;20220103;5;230;60;70;130;100;     ;77;0;0;0;0;10103;59;6;85;   10;7;0;0;0;0;0
29;260;20220103;6;230;60;60;120;101;   86;79;0;0;0;0;10100;60;7;85;     ;5;0;0;0;0;0
30;260;20220103;7;220;60;60;120;100;     ;76;0;0;0;0;10097;61;8;85;     ;5;0;0;0;0;0
31;260;20220103;8;230;60;70;120;99;     ;75;0;1;0;0;10097;62;7;85;     ;5;0;0;0;0;0
32;260;20220103;9;230;70;60;120;100;     ;77;2;8;0;0;10098;61;8;85;     ;5;0;0;0;0;0
33;260;20220103;10;220;70;60;130;100;     ;75;5;28;0;0;10095;61;3;84;     ;5;0;0;0;0;0
34;260;20220103;11;230;70;70;120;107;     ;79;7;55;0;0;10093;61;6;82;     ;5;0;0;0;0;0
35;260;20220103;12;230;60;50;110;102;   92;76;2;39;0;0;10085;62;7;83;     ;5;0;0;0;0;0
36;260;20220103;13;240;60;50;130;105;     ;74;0;23;0;-1;10080;65;8;81;   23;7;0;1;0;0;0
37;260;20220103;14;220;60;60;110;101;     ;72;0;11;0;0;10073;69;8;82;     ;5;0;0;0;0;0
38;260;20220103;15;230;60;50;110;99;     ;68;7;13;0;0;10069;75;8;80;    2;7;0;0;0;0;0
39;260;20220103;16;230;50;50;100;96;     ;67;0;2;0;0;10066;70;8;82;     ;5;0;0;0;0;0
40;260;20220103;17;230;50;50;90;93;     ;67;0;0;0;0;10060;70;8;83;     ;5;0;0;0;0;0
41;260;20220103;18;230;50;40;90;90;   82;69;0;0;0;0;10053;70;8;86;    2;7;0;0;0;0;0
42;260;20220103;19;220;40;50;90;89;     ;70;0;0;0;0;10045;70;8;88;     ;5;0;0;0;0;0
43;260;20220103;20;220;50;50;90;89;     ;73;0;0;0;0;10040;69;8;89;     ;5;0;0;0;0;0
44;260;20220103;21;220;40;40;80;89;     ;74;0;0;0;0;10034;66;8;90;     ;5;0;0;0;0;0
45;260;20220103;22;220;40;50;80;90;     ;75;0;0;0;0;10029;65;8;90;     ;5;0;0;0;0;0
46;260;20220103;23;220;40;40;70;89;     ;74;0;0;0;0;10022;65;8;90;     ;5;0;0;0;0;0
47;260;20220103;24;220;40;40;80;89;   81;75;0;0;0;0;10014;64;8;90;     ;5;0;0;0;0;0
48;260;20220104;1;220;40;50;80;87;     ;73;0;0;0;0;10003;64;8;90;     ;5;0;0;0;0;0
49;260;20220104;2;220;40;40;80;86;     ;71;0;0;0;-1;9996;64;8;90;   23;7;0;1;0;0;0
50;260;20220104;3;220;40;40;70;83;     ;70;0;0;0;0;9987;63;8;91;    2;7;0;0;0;0;0
51;260;20220104;4;220;40;40;70;84;     ;70;0;0;0;0;9975;62;8;91;     ;5;0;0;0;0;0
52;260;20220104;5;220;40;40;70;81;     ;68;0;0;0;0;9969;62;8;91;     ;5;0;0;0;0;0
53;260;20220104;6;220;40;40;80;81;   75;69;0;0;0;-1;9963;61;8;92;   81;7;0;1;0;0;0
54;260;20220104;7;210;40;40;80;80;     ;69;0;0;0;-1;9957;62;8;92;   23;7;0;1;0;0;0
55;260;20220104;8;220;40;30;70;81;     ;69;0;0;0;0;9955;61;8;92;     ;5;0;0;0;0;0
56;260;20220104;9;230;40;40;70;82;     ;69;0;4;0;-1;9960;61;8;91;   22;7;0;1;0;0;0
57;260;20220104;10;230;40;30;80;80;     ;72;0;15;5;2;9959;63;8;94;   51;7;0;1;0;0;0
58;260;20220104;11;270;30;30;70;85;     ;71;0;21;0;-1;9957;64;8;91;   22;7;0;1;0;0;0
59;260;20220104;12;330;40;40;80;80;   77;55;0;32;0;0;9962;70;8;84;    2;7;0;0;0;0;0
60;260;20220104;13;330;40;40;80;69;     ;46;2;47;0;0;9967;70;8;85;     ;5;0;0;0;0;0
61;260;20220104;14;350;40;30;80;60;     ;29;0;14;0;-1;9968;75;8;80;   23;7;0;1;0;0;0
62;260;20220104;15;340;30;30;50;60;     ;26;7;19;0;0;9973;75;8;78;    2;7;0;0;0;0;0
63;260;20220104;16;300;20;10;40;57;     ;32;0;3;0;0;9981;70;8;83;     ;5;0;0;0;0;0
64;260;20220104;17;290;20;30;60;59;     ;10;0;0;0;0;9983;75;8;70;     ;5;0;0;0;0;0
65;260;20220104;18;280;20;20;70;55;   47;14;0;0;0;0;9985;75;8;74;    2;7;0;0;0;0;0
66;260;20220104;19;320;30;60;100;35;     ;11;0;0;0;-1;9991;64;8;83;   51;7;0;1;0;0;0
67;260;20220104;20;260;20;10;70;38;     ;16;0;0;2;1;9992;70;8;85;   22;7;0;1;0;0;0
68;260;20220104;21;280;20;20;40;41;     ;13;0;0;0;-1;9991;70;8;81;   22;7;0;1;0;0;0
69;260;20220104;22;250;20;30;60;41;     ;5;0;0;0;0;9997;75;4;77;     ;5;0;0;0;0;0
70;260;20220104;23;270;20;20;50;33;     ;2;0;0;0;0;10001;75;3;80;     ;5;0;0;0;0;0
71;260;20220104;24;250;30;20;60;32;   11;-2;0;0;0;-1;10002;75;1;78;   22;7;0;1;0;0;0
72;260;20220105;1;240;30;30;80;34;     ;-2;0;0;1;1;10004;75;5;77;   23;7;0;1;0;0;0
73;260;20220105;2;250;40;40;80;36;     ;-10;0;0;0;0;10005;75;1;71;     ;5;0;0;0;0;0
74;260;20220105;3;250;40;40;80;33;     ;-11;0;0;0;0;10006;75;2;72;    3;7;0;0;0;0;0
75;260;20220105;4;240;40;50;90;34;     ;-4;0;0;0;0;10008;70;1;75;     ;5;0;0;0;0;0
76;260;20220105;5;250;50;40;90;41;     ;0;0;0;0;0;10011;70;8;74;     ;5;0;0;0;0;0
77;260;20220105;6;260;50;50;110;44;   12;6;0;0;0;-1;10014;63;8;76;   51;7;0;1;0;0;0
78;260;20220105;7;260;60;50;120;45;     ;15;0;0;5;1;10016;61;8;81;   81;7;0;1;0;0;0
79;260;20220105;8;260;70;60;140;47;     ;25;0;1;7;3;10022;58;8;85;   61;7;0;1;0;0;0
80;260;20220105;9;250;70;70;140;48;     ;32;0;3;10;17;10027;56;8;89;   62;7;0;1;0;0;0
81;260;20220105;10;260;60;60;130;55;     ;39;0;7;10;15;10036;57;8;89;   62;7;0;1;0;0;0
82;260;20220105;11;270;60;60;140;60;     ;42;0;12;8;6;10043;57;8;88;   62;7;0;1;0;0;0
83;260;20220105;12;270;60;70;120;65;   39;42;0;20;4;4;10050;63;8;85;   23;7;0;1;0;0;0
84;260;20220105;13;280;60;60;120;69;     ;45;0;28;3;3;10057;64;8;84;   51;7;0;1;0;0;0
85;260;20220105;14;280;60;60;140;71;     ;47;5;38;2;1;10064;64;7;84;   23;7;0;1;0;0;0
86;260;20220105;15;290;50;40;100;69;     ;45;0;8;1;1;10075;62;6;84;   23;7;0;1;0;0;0
87;260;20220105;16;290;40;50;100;69;     ;43;0;2;0;-1;10085;64;6;83;   23;7;0;1;0;0;0
88;260;20220105;17;300;40;30;90;68;     ;39;0;0;0;-1;10096;63;7;81;   57;7;0;1;0;0;0
89;260;20220105;18;290;30;20;80;59;   45;27;0;0;0;-1;10105;75;2;80;   23;7;0;1;0;0;0
90;260;20220105;19;330;40;40;80;56;     ;31;0;0;4;2;10117;63;8;83;   81;7;0;1;0;0;0
91;260;20220105;20;290;20;20;60;47;     ;27;0;0;0;-1;10123;64;1;86;   23;7;0;1;0;0;0
92;260;20220105;21;290;30;20;60;50;     ;11;0;0;0;0;10129;66;4;75;    3;7;0;0;0;0;0
93;260;20220105;22;280;20;30;70;45;     ;11;0;0;0;0;10134;66;3;78;     ;5;0;0;0;0;0
94;260;20220105;23;300;20;20;40;35;     ;12;0;0;0;0;10142;65;0;84;     ;5;0;0;0;0;0
95;260;20220105;24;280;30;20;90;40;   -3;8;0;0;0;0;10148;69;1;79;    3;7;0;0;0;0;0
96;260;20220106;1;280;20;20;50;36;     ;3;0;0;0;0;10152;72;1;78;     ;5;0;0;0;0;0
97;260;20220106;2;290;20;20;50;32;     ;4;0;0;0;0;10160;70;4;81;     ;5;0;0;0;0;0
98;260;20220106;3;300;20;20;50;30;     ;6;0;0;0;0;10163;70;1;84;     ;5;0;0;0;0;0
99;260;20220106;4;270;20;20;30;15;     ;2;0;0;0;0;10165;65;0;91;     ;5;0;0;0;0;0
100;260;20220106;5;270;30;30;40;17;     ;3;0;0;0;0;10170;67;0;90;     ;5;0;0;0;0;0
101;260;20220106;6;250;20;20;40;5;  -26;-3;0;0;0;0;10175;64;0;94;     ;5;0;0;0;0;0
102;260;20220106;7;230;20;20;30;-8;     ;-12;0;0;0;0;10181;61;0;97;     ;5;0;0;0;0;0
103;260;20220106;8;20;20;20;40;29;     ;8;0;2;0;-1;10184;70;8;86;   51;7;0;1;0;0;0
104;260;20220106;9;230;20;20;30;29;     ;12;8;19;0;-1;10189;70;6;88;   22;7;0;1;0;0;0
105;260;20220106;10;240;20;20;40;47;     ;15;10;49;0;0;10191;75;0;79;     ;5;0;0;0;0;0
106;260;20220106;11;230;30;30;60;58;     ;18;10;72;0;0;10190;74;1;75;     ;5;0;0;0;0;0
107;260;20220106;12;240;30;40;60;61;  -41;23;3;56;0;0;10189;72;7;76;    3;7;0;0;0;0;0
108;260;20220106;13;230;40;40;100;62;     ;24;7;58;0;0;10182;75;8;76;     ;5;0;0;0;0;0
109;260;20220106;14;220;40;40;70;61;     ;20;3;32;0;0;10181;75;8;75;     ;5;0;0;0;0;0
110;260;20220106;15;210;40;40;70;55;     ;21;10;29;0;0;10178;74;1;79;     ;5;0;0;0;0;0
111;260;20220106;16;210;30;30;60;44;     ;15;0;3;0;0;10179;70;2;81;     ;5;0;0;0;0;0
112;260;20220106;17;210;30;30;50;41;     ;13;0;0;0;0;10178;69;8;82;     ;5;0;0;0;0;0
113;260;20220106;18;180;40;40;60;38;   24;11;0;0;0;0;10172;66;8;82;     ;5;0;0;0;0;0
114;260;20220106;19;180;50;50;90;39;     ;9;0;0;0;0;10165;69;8;80;     ;5;0;0;0;0;0
115;260;20220106;20;190;50;50;100;39;     ;7;0;0;0;0;10160;70;8;79;     ;5;0;0;0;0;0
116;260;20220106;21;190;60;60;100;40;     ;9;0;0;0;0;10153;71;8;79;     ;5;0;0;0;0;0
117;260;20220106;22;190;50;60;90;39;     ;7;0;0;0;0;10144;72;8;79;     ;5;0;0;0;0;0
118;260;20220106;23;190;50;60;90;40;     ;3;0;0;0;0;10137;75;8;76;     ;5;0;0;0;0;0
119;260;20220106;24;200;60;70;120;37;   30;3;0;0;0;-1;10130;61;8;78;   51;7;0;1;0;0;0
120;260;20220107;1;190;60;60;110;30;     ;12;0;0;7;3;10120;70;8;87;   23;7;0;1;0;0;0
121;260;20220107;2;190;50;50;90;29;     ;17;0;0;7;3;10114;58;8;92;   81;7;0;1;0;0;0
122;260;20220107;3;200;50;50;90;30;     ;17;0;0;10;4;10106;65;8;91;   61;7;0;1;0;0;0
123;260;20220107;4;200;50;50;100;28;     ;19;0;0;9;8;10101;61;8;93;   61;7;0;1;0;0;0
124;260;20220107;5;190;50;50;80;33;     ;25;0;0;6;4;10094;65;8;94;   51;7;0;1;0;0;0
125;260;20220107;6;210;50;50;90;43;   25;34;0;0;0;-1;10094;64;8;93;   22;7;0;1;0;0;0
126;260;20220107;7;210;50;50;80;47;     ;37;0;0;0;0;10094;62;8;93;     ;5;0;0;0;0;0
127;260;20220107;8;210;50;50;90;49;     ;37;0;1;0;0;10093;63;8;91;     ;5;0;0;0;0;0
128;260;20220107;9;210;50;50;110;48;     ;32;0;6;0;0;10093;68;3;89;     ;5;0;0;0;0;0
129;260;20220107;10;210;60;60;110;55;     ;34;10;46;0;0;10091;70;3;86;     ;5;0;0;0;0;0
130;260;20220107;11;230;60;70;130;57;     ;31;3;49;0;-1;10089;64;7;83;   81;7;0;1;0;0;0
131;260;20220107;12;230;60;60;120;66;   37;31;2;39;0;-1;10088;74;7;78;   23;7;0;1;0;0;0
132;260;20220107;13;220;60;70;110;53;     ;16;0;17;3;6;10086;75;8;77;   23;7;0;1;0;0;0
133;260;20220107;14;200;50;50;120;44;     ;6;0;6;0;-1;10084;75;8;76;   51;7;0;1;0;0;0
134;260;20220107;15;220;50;50;90;36;     ;6;0;3;0;-1;10084;70;8;81;   81;7;0;1;0;0;0
135;260;20220107;16;220;40;30;70;36;     ;11;0;4;0;-1;10083;70;8;83;   23;7;0;1;0;0;0
136;260;20220107;17;220;40;30;80;37;     ;8;0;0;0;0;10086;70;7;81;     ;5;0;0;0;0;0
137;260;20220107;18;220;30;40;60;34;   22;6;0;0;0;-1;10084;70;5;81;   22;7;0;1;0;0;0
138;260;20220107;19;210;30;30;50;32;     ;9;0;0;0;-1;10085;70;7;84;   51;7;0;1;0;0;0
139;260;20220107;20;210;20;20;50;26;     ;4;0;0;0;-1;10087;70;7;85;   22;7;0;1;0;0;0
140;260;20220107;21;230;30;30;90;30;     ;-2;0;0;0;-1;10089;75;7;79;   23;7;0;1;0;0;0
141;260;20220107;22;200;20;30;50;18;     ;3;0;0;3;5;10090;70;3;89;   23;7;0;1;0;0;0
142;260;20220107;23;200;30;30;50;14;     ;3;0;0;0;0;10092;65;3;92;     ;5;0;0;0;0;0
143;260;20220107;24;210;20;20;40;8;  -25;1;0;0;0;0;10095;65;1;95;    1;7;0;0;0;0;0
144;260;20220108;1;220;20;30;40;4;     ;-6;0;0;0;0;10098;65;0;93;     ;5;0;0;0;0;0
145;260;20220108;2;220;20;20;40;-15;     ;-19;0;0;0;0;10098;60;2;97;     ;5;0;0;0;0;0
146;260;20220108;3;210;10;20;30;-18;     ;-24;0;0;0;0;10100;59;2;95;   10;7;0;0;0;0;0
147;260;20220108;4;230;20;20;30;-18;     ;-24;0;0;0;0;10100;65;0;95;     ;5;0;0;0;0;0
148;260;20220108;5;230;20;30;40;5;     ;-6;0;0;0;0;10104;65;3;92;     ;5;0;0;0;0;0
149;260;20220108;6;220;20;30;40;3;  -58;-9;0;0;0;0;10106;65;7;91;     ;5;0;0;0;0;0
150;260;20220108;7;200;30;30;40;11;     ;-2;0;0;0;0;10104;70;8;90;     ;5;0;0;0;0;0
151;260;20220108;8;200;30;30;50;14;     ;3;0;2;0;0;10102;65;8;92;     ;5;0;0;0;0;0
152;260;20220108;9;190;30;40;60;20;     ;6;0;6;0;0;10096;64;8;90;     ;5;0;0;0;0;0
153;260;20220108;10;190;40;40;70;23;     ;11;0;17;0;0;10088;62;8;91;     ;5;0;0;0;0;0
154;260;20220108;11;190;50;50;90;29;     ;13;0;28;0;0;10075;62;8;88;     ;5;0;0;0;0;0
155;260;20220108;12;170;50;50;110;33;  -33;15;0;36;0;0;10057;67;8;87;     ;5;0;0;0;0;0
156;260;20220108;13;170;60;70;110;36;     ;18;0;17;6;1;10032;64;8;88;   81;7;0;1;0;0;0
157;260;20220108;14;170;70;70;120;35;     ;22;0;14;10;6;10012;58;8;91;   62;7;0;1;0;0;0
158;260;20220108;15;170;70;60;120;38;     ;29;0;5;10;4;9989;61;8;93;   61;7;0;1;0;0;0
159;260;20220108;16;170;70;70;110;42;     ;34;0;1;9;3;9969;58;8;94;   51;7;0;1;0;0;0
160;260;20220108;17;170;70;70;120;47;     ;40;0;0;10;3;9946;64;8;94;   57;7;0;1;0;0;0
161;260;20220108;18;170;70;70;120;54;   32;45;0;0;10;3;9926;65;8;93;   57;7;0;1;0;0;0
162;260;20220108;19;180;80;80;130;58;     ;49;0;0;10;13;9913;62;8;94;   61;7;0;1;0;0;0
163;260;20220108;20;170;60;60;120;58;     ;52;0;0;10;18;9899;62;8;95;   61;7;0;1;0;0;0
164;260;20220108;21;170;50;40;100;59;     ;55;0;0;10;17;9887;58;8;97;   62;7;0;1;0;0;0
165;260;20220108;22;170;40;30;80;59;     ;55;0;0;10;19;9878;61;8;96;   61;7;0;1;0;0;0
166;260;20220108;23;180;20;10;50;58;     ;55;0;0;10;33;9877;57;8;98;   62;7;0;1;0;0;0
167;260;20220108;24;290;20;30;80;62;   51;56;0;0;10;27;9879;56;8;96;   62;7;0;1;0;0;0
168;260;20220109;1;300;50;50;120;69;     ;53;0;0;9;21;9890;59;8;89;   51;7;0;1;0;0;0
169;260;20220109;2;290;60;50;110;69;     ;42;0;0;0;-1;9904;62;8;82;   22;7;0;1;0;0;0
170;260;20220109;3;290;50;50;110;68;     ;39;0;0;0;0;9919;62;7;82;    1;7;0;0;0;0;0
171;260;20220109;4;280;60;60;120;63;     ;32;0;0;0;0;9929;65;8;80;     ;5;0;0;0;0;0
172;260;20220109;5;280;50;50;110;60;     ;30;0;0;0;-1;9940;64;8;81;   57;7;0;1;0;0;0
173;260;20220109;6;270;50;50;130;55;   46;28;0;0;1;4;9952;68;8;82;   23;7;0;1;0;0;0
174;260;20220109;7;270;50;40;100;53;     ;20;0;0;0;0;9963;73;8;79;     ;5;0;0;0;0;0
175;260;20220109;8;260;30;30;70;50;     ;16;0;1;0;-1;9972;73;7;78;   51;7;0;1;0;0;0
176;260;20220109;9;260;30;30;70;54;     ;24;3;13;0;-1;9981;69;7;80;   51;7;0;1;0;0;0
177;260;20220109;10;270;30;40;70;65;     ;27;3;35;0;-1;9989;71;8;76;   23;7;0;1;0;0;0
178;260;20220109;11;260;50;60;100;60;     ;17;5;57;0;0;9995;75;3;74;     ;5;0;0;0;0;0
179;260;20220109;12;260;40;40;90;71;   34;29;5;67;0;0;10002;74;2;74;    1;7;0;0;0;0;0
180;260;20220109;13;280;40;50;90;75;     ;24;10;96;0;0;10006;68;8;70;     ;5;0;0;0;0;0
181;260;20220109;14;270;50;40;90;67;     ;21;7;50;0;0;10014;71;1;72;     ;5;0;0;0;0;0
182;260;20220109;15;270;40;40;80;64;     ;26;8;23;0;0;10022;65;7;76;     ;5;0;0;0;0;0
183;260;20220109;16;260;30;20;70;54;     ;24;2;5;0;0;10030;68;1;81;     ;5;0;0;0;0;0
184;260;20220109;17;250;20;20;40;40;     ;23;0;0;0;0;10039;66;6;88;     ;5;0;0;0;0;0
185;260;20220109;18;230;20;20;40;34;    3;18;0;0;0;0;10047;65;0;89;     ;5;0;0;0;0;0
186;260;20220109;19;230;20;20;40;29;     ;16;0;0;0;0;10057;64;3;91;     ;5;0;0;0;0;0
187;260;20220109;20;230;20;20;40;27;     ;16;0;0;0;0;10065;64;1;92;     ;5;0;0;0;0;0
188;260;20220109;21;200;10;10;30;6;     ;3;0;0;0;0;10075;59;6;98;   10;7;0;0;0;0;0
189;260;20220109;22;210;20;20;30;-4;     ;-7;0;0;0;0;10085;58;1;98;   10;7;0;0;0;0;0
190;260;20220109;23;150;10;20;30;-10;     ;-13;0;0;0;0;10093;40;0;98;   10;7;0;0;0;0;0
191;260;20220109;24;180;20;20;30;-14;  -48;-17;0;0;0;0;10102;19;0;98;   10;7;0;0;0;0;0
192;260;20220110;1;200;20;10;30;-16;     ;-19;0;0;0;0;10111;24;3;98;   10;7;0;0;0;0;0
193;260;20220110;2;200;20;10;30;-13;     ;-16;0;0;0;0;10119;23;1;98;   10;7;0;0;0;0;0
194;260;20220110;3;140;10;20;30;-21;     ;-24;0;0;0;0;10130;4;1;98;   35;7;1;0;0;0;1
195;260;20220110;4;160;20;10;30;-9;     ;-12;0;0;0;0;10139;33;8;98;   20;7;1;0;0;0;1
196;260;20220110;5;160;20;10;30;4;     ;1;0;0;0;0;10151;48;8;98;   10;7;0;0;0;0;0
197;260;20220110;6;160;20;20;30;8;  -53;6;0;0;0;0;10160;56;8;98;   10;7;0;0;0;0;0
198;260;20220110;7;150;10;20;30;12;     ;7;0;0;0;0;10172;56;8;96;   10;7;0;0;0;0;0
199;260;20220110;8;180;20;20;40;17;     ;12;0;1;0;0;10185;59;7;96;   10;7;0;0;0;0;0
200;260;20220110;9;170;10;10;30;20;     ;14;0;10;0;0;10196;58;8;95;   10;7;0;0;0;0;0
201;260;20220110;10;150;20;20;30;25;     ;17;0;23;0;0;10207;58;7;93;   10;7;0;0;0;0;0
202;260;20220110;11;160;20;20;30;35;     ;24;0;42;0;0;10217;58;8;92;   10;7;0;0;0;0;0
203;260;20220110;12;170;20;20;30;49;    2;31;5;69;0;0;10223;59;3;88;   10;7;0;0;0;0;0
204;260;20220110;13;190;20;20;30;60;     ;32;10;82;0;0;10229;61;0;82;     ;5;0;0;0;0;0
205;260;20220110;14;200;30;30;50;68;     ;31;10;64;0;0;10236;64;0;77;     ;5;0;0;0;0;0
206;260;20220110;15;160;20;20;40;57;     ;32;10;34;0;0;10245;61;0;84;     ;5;0;0;0;0;0
207;260;20220110;16;170;20;30;40;44;     ;20;2;6;0;0;10254;62;0;84;     ;5;0;0;0;0;0
208;260;20220110;17;160;20;20;50;30;     ;14;0;0;0;0;10263;61;0;89;     ;5;0;0;0;0;0
209;260;20220110;18;160;30;30;50;23;   -7;14;0;0;0;0;10274;56;0;93;   10;7;0;0;0;0;0
210;260;20220110;19;160;30;40;50;4;     ;1;0;0;0;0;10282;5;5;98;   34;7;1;0;0;0;0
211;260;20220110;20;170;30;30;60;-3;     ;-4;0;0;0;0;10290;2;9;99;   35;7;1;0;0;0;1
212;260;20220110;21;150;30;30;50;1;     ;-1;0;0;0;0;10292;2;9;99;   33;7;1;0;0;0;1
213;260;20220110;22;140;30;40;70;1;     ;1;0;0;0;0;10293;3;9;99;   32;7;1;0;0;0;0
214;260;20220110;23;160;30;30;60;-1;     ;-1;0;0;0;0;10299;3;9;99;   35;7;1;0;0;0;1
215;260;20220110;24;170;30;30;50;3;   -5;0;0;0;0;0;10299;11;8;98;   20;7;1;0;0;0;1
216;260;20220111;1;160;30;30;60;3;     ;0;0;0;0;0;10301;10;8;98;   20;7;1;0;0;0;0
217;260;20220111;2;160;30;30;60;4;     ;1;0;0;0;0;10302;12;8;98;   20;7;1;0;0;0;0
218;260;20220111;3;180;30;40;60;2;     ;-1;0;0;0;0;10306;34;8;98;   10;7;0;0;0;0;0
219;260;20220111;4;170;40;40;70;4;     ;1;0;0;0;0;10307;31;8;97;   10;7;0;0;0;0;0
220;260;20220111;5;180;40;30;60;6;     ;2;0;0;0;0;10309;30;8;97;   10;7;0;0;0;0;0
221;260;20220111;6;170;40;40;70;5;    2;-1;0;0;0;0;10313;39;8;96;   10;7;0;0;0;0;0
222;260;20220111;7;160;40;40;70;3;     ;-3;0;0;0;0;10316;34;8;95;   10;7;0;0;0;0;0
223;260;20220111;8;160;40;30;70;3;     ;-4;0;3;0;0;10321;50;8;94;   10;7;0;0;0;0;0
224;260;20220111;9;160;40;40;60;5;     ;-4;2;11;0;0;10322;56;8;93;   10;7;0;0;0;0;0
225;260;20220111;10;160;30;30;50;8;     ;-4;0;22;0;0;10325;57;8;91;   10;7;0;0;0;0;0
226;260;20220111;11;170;30;30;50;22;     ;0;0;32;0;0;10327;62;8;85;     ;5;0;0;0;0;0
227;260;20220111;12;170;40;30;70;36;   -1;3;0;39;0;0;10327;66;8;79;     ;5;0;0;0;0;0
228;260;20220111;13;170;30;40;60;48;     ;6;8;85;0;0;10323;70;8;74;     ;5;0;0;0;0;0
229;260;20220111;14;180;30;30;60;47;     ;9;3;39;0;0;10323;72;7;76;     ;5;0;0;0;0;0
230;260;20220111;15;180;30;30;50;50;     ;16;10;28;0;0;10324;71;8;78;     ;5;0;0;0;0;0
231;260;20220111;16;170;30;20;50;42;     ;12;2;8;0;0;10328;70;7;80;     ;5;0;0;0;0;0
232;260;20220111;17;180;30;30;50;44;     ;7;0;0;0;0;10333;73;8;76;     ;5;0;0;0;0;0
233;260;20220111;18;180;30;20;40;35;   16;3;0;0;0;0;10336;71;8;79;     ;5;0;0;0;0;0
234;260;20220111;19;180;20;20;40;29;     ;4;0;0;0;0;10338;68;8;83;     ;5;0;0;0;0;0
235;260;20220111;20;210;20;20;40;35;     ;4;0;0;0;0;10344;70;8;80;     ;5;0;0;0;0;0
236;260;20220111;21;190;20;20;40;36;     ;13;0;0;4;1;10345;57;8;84;   58;7;0;1;0;0;0
237;260;20220111;22;200;20;20;30;30;     ;23;0;0;10;3;10349;22;8;95;   52;7;0;1;0;0;0
238;260;20220111;23;180;20;20;40;30;     ;25;0;0;7;1;10348;24;8;96;   51;7;0;1;0;0;0
239;260;20220111;24;220;20;20;30;31;   10;28;0;0;2;1;10354;12;8;98;   52;7;0;1;0;0;0
240;260;20220112;1;200;20;20;30;33;     ;31;0;0;9;2;10355;17;8;98;   52;7;0;1;0;0;0
241;260;20220112;2;200;20;20;40;34;     ;32;0;0;0;-1;10357;28;8;98;   22;7;0;1;0;0;0
